1-2 toe syndactyly	HP:0010711
Peripheral retinal atrophy	HP:0200070
Peripheral retinal avascularization	HP:0007685
Peripheral retinal degeneration	HP:0007769
Peripheral retinal neovascularization	HP:0030667
Peripheral thrombosis	HP:0002641
Peripheral tractional retinal detachment	HP:0007643
Peripheral visual field loss	HP:0007994
Peripheral vitreoretinal degeneration	HP:0200071
Peripheral vitreous opacities	HP:0007710
Periportal fibrosis	HP:0001405
Perisylvian polymicrogyria	HP:0012650
Perisylvian predominant thick cortex pachygyria	HP:0020190
Peritoneal abscess	HP:0100592
Peritonitis	HP:0002586
Periungual erythema	HP:0033425
Periventricular cysts	HP:0007109
Periventricular heterotopia	HP:0007165
Periventricular leukomalacia	HP:0006970
Periventricular nodular heterotopia	HP:0032388
Periventricular ribbonlike heterotopia	HP:0032390
Periventricular white matter hyperintensities	HP:0030891
Periventricular white matter hypodensities	HP:0012794
Permanent atrial fibrillation	HP:0004754
Peromelia	HP:0009828
Peroneal muscle atrophy	HP:0009049
Peroneal muscle weakness	HP:0011727
Perseveration	HP:0030223
Persistence of hemoglobin F	HP:0011904
Persistence of primary teeth	HP:0006335
Persistent CMV viremia	HP:0032247
Persistent EBV viremia	HP:0020072
Persistent bleeding after trauma	HP:0001934
Persistent fetal circulation	HP:0011726
Persistent fever	HP:0033399
Persistent head lag	HP:0032988
Persistent human papillomavirus infection	HP:0020114
Persistent left superior vena cava	HP:0005301
Persistent open anterior fontanelle	HP:0004474
Persistent pupillary membrane	HP:0009917
Persistent viremia	HP:0032248
Personality changes	HP:0000751
Personality disorder	HP:0012075
Pes cavus	HP:0001761
Pes planus	HP:0001763
Pes valgus	HP:0008081
Petechiae	HP:0000967
Peters anomaly	HP:0000659
Ph-positive acute lymphoblastic leukemia	HP:0004848
Phakodonesis	HP:0012629
Phalangeal cone-shaped epiphyses	HP:0034281
Phalangeal dislocation	HP:0006243
Phantosmia	HP:0033693
Pharyngalgia	HP:0033050
Pharyngeal edema	HP:0011855
Pharyngitis	HP:0025439
Phenotypic variability	HP:0003812
Pheochromocytoma	HP:0002666
Phimosis	HP:0001741
Phocomelia	HP:0009829
Phonic tics	HP:0100035
Phonophobia	HP:0002183
Phosphoethanolaminuria	HP:0003239
Photophobia	HP:0000613
Photopsia	HP:0030786
Photoreceptor layer loss on macular OCT	HP:0030609
Photosensitive myoclonic seizure	HP:0001327
Photosensitive tonic-clonic seizure	HP:0007207
Phthisis bulbi	HP:0000667
Physical urticaria	HP:0410134
Pica	HP:0011856
Piebaldism	HP:0007544
Pierre-Robin sequence	HP:0000201
Piezogenic pedal papules	HP:0025509
Pigment deposition in the trabecular meshwork	HP:0012631
Pigment gallstones	HP:0011981
Pigmentary retinopathy	HP:0000580
Pigmentation anomalies of sun-exposed skin	HP:0007623
Pigmentation of the sclera	HP:0007832
Pigmented micronodular adrenocortical disease	HP:0001580
Pili canaliculi	HP:0002235
Pili torti	HP:0003777
Pill-rolling tremor	HP:0025387
Pilomatrixoma	HP:0030434
Pilonidal sinus	HP:0010769
Pineal cyst	HP:0012683
Pinealoma	HP:0010799
Pink urine	HP:0032001
Pituitary adenoma	HP:0002893
Pituitary corticotropic cell adenoma	HP:0008291
Pituitary dwarfism	HP:0000839
Pituitary gonadotropic cell adenoma	HP:0011759
Pituitary growth hormone cell adenoma	HP:0011760
Pituitary hypothyroidism	HP:0008245
Pituitary null cell adenoma	HP:0011761
Pituitary prolactin cell adenoma	HP:0006767
Pituitary resistance to thyroid hormone	HP:0008227
Pituitary thyrotropic cell adenoma	HP:0011762
Placental abruption	HP:0011419
Placental mesenchymal dysplasia	HP:0032165
Plagiocephaly	HP:0001357
Plantar crease between first and second toes	HP:0008107
Plantar hyperkeratosis	HP:0007556
Plantar pits	HP:0010612
Plantar telangiectasia	HP:0100870
Plantar warts	HP:0033005
Platelet anisocytosis	HP:0032438
Platelet antibody positive	HP:0003454
Platelet-activating factor acetylhydrolase deficiency	HP:0040175
Platybasia	HP:0002691
Platyspondyly	HP:0000926
Platystencephaly	HP:0033011
Pleomorphic xanthoastrocytoma	HP:0033682
Plethora	HP:0001050
Pleural effusion	HP:0002202
Pleural lymphangiectasia	HP:0006531
Pleural thickening	HP:0031944
Pleuritis	HP:0002102
Pleuropulmonary blastoma	HP:0100528
Plexiform neurofibroma	HP:0009732
Pneumocystis jirovecii pneumonia	HP:0020102
Pneumonia	HP:0002090
Pneumothorax	HP:0002107
Podagra	HP:0001854
Podocyte foot process effacement	HP:0031266
Poikilocytosis	HP:0004447
Poikiloderma	HP:0001029
Pointed chin	HP:0000307
Pointed proximal second through fifth metacarpals	HP:0001223
Polar cataract	HP:0010696
Poliosis	HP:0002290
Pollakisuria	HP:0100515
Polyarticular arthritis	HP:0005764
Polyarticular arthropathy	HP:0005195
Polyarticular chondrocalcinosis	HP:0005017
Polyclonal elevation of IgM	HP:0003459
Polycoria	HP:0011500
Polycystic kidney dysplasia	HP:0000113
Polycystic liver disease	HP:0006557
Polycystic ovaries	HP:0000147
Polycythemia	HP:0001901
Polydactyly	HP:0010442
Polydactyly affecting the 2nd finger	HP:0009946
Polydactyly affecting the 3rd finger	HP:0009958
Polydactyly affecting the 4th finger	HP:0009971
Polydipsia	HP:0001959
Polyembolokoilamania	HP:0032508
Polygenic inheritance	HP:0010982
Polyhydramnios	HP:0001561
Polymicrogyria	HP:0002126
Polyminimyoclonus	HP:0031986
Polymorphic and polytopic ventricular extrasystoles	HP:0006696
Polymorphic ventricular tachycardia	HP:0031677
Polymorphous posterior corneal dystrophy	HP:0007915
Polyneuropathy	HP:0001271
Polyostotic fibrous dysplasia	HP:0010735
Polyphagia	HP:0002591
Polysplenia	HP:0001748
Polysyndactyly of hallux	HP:0005873
Polyuria	HP:0000103
Pontocerebellar atrophy	HP:0006879
Poor appetite	HP:0004396
Poor coordination	HP:0002370
Poor eye contact	HP:0000817
Poor fine motor coordination	HP:0007010
Poor gross motor coordination	HP:0007015
Poor hand-eye coordination	HP:0007057
Poor head control	HP:0002421
Poor motor coordination	HP:0002275
Poor speech	HP:0002465
Poor suck	HP:0002033
Poor visual behavior for age	HP:0025152
Poor wound healing	HP:0001058
Poorly ossified cervical vertebrae	HP:0008477
Poorly ossified vertebrae	HP:0100856
Popliteal pterygium	HP:0009756
Popliteal synovial cyst	HP:0032072
Porencephalic cyst	HP:0002132
Porokeratosis	HP:0200044
Poroma	HP:0031405
Porphyrinuria	HP:0010473
Portal fibrosis	HP:0006580
Portal hypertension	HP:0001409
Portal inflammation	HP:0033196
Portal vein thrombosis	HP:0030242
Position	HP:0012830
Positional foot deformity	HP:0005656
Positive Phalen test	HP:0033673
Positive Romberg sign	HP:0002403
Positive carpal Tinel sign	HP:0033672
Positive direct antiglobulin test	HP:0032366
Positive ferric chloride test	HP:0003612
Positive perchlorate discharge test	HP:0025482
Positive regitine blocking test	HP:0003574
Post-angioplasty coronary artery restenosis	HP:0004761
Post-partum hemorrhage	HP:0011891
Post-vaccination measles	HP:0020088
Postauricular pit	HP:0004464
Postauricular skin tag	HP:0004451
Postaxial foot polydactyly	HP:0001830
Postaxial hand polydactyly	HP:0001162
Postaxial polydactyly	HP:0100259
Postaxial polydactyly type A	HP:0005696
Postaxial polysyndactyly of foot	HP:0005817
Posterior Y-sutural cataract	HP:0008031
Posterior atrophy of corpus callosum	HP:0034007
Posterior blepharitis	HP:0025610
Posterior capsular cataract	HP:0100020
Posterior cerebral artery stenosis	HP:0012495
Posterior cortical cataract	HP:0010924
Posterior embryotoxon	HP:0000627
Posterior fossa cyst	HP:0007291
Posterior helix pit	HP:0008523
Posterior lenticonus	HP:0011502
Posterior pharyngeal cleft	HP:0006783
Posterior pituitary agenesis	HP:0011756
Posterior pituitary dysgenesis	HP:0011753
Posterior pituitary hypoplasia	HP:0011757
Posterior plagiocephaly	HP:0011327
Posterior polar cataract	HP:0001115
Posterior predominant subcortical band heterotopia	HP:0032411
Posterior predominant thick cortex pachygyria	HP:0020189
Posterior retinal neovascularization	HP:0007778
Posterior rib cupping	HP:0000922
Posterior rib fusion	HP:0000913
Posterior rib gap	HP:0030282
Posterior scalloping of vertebral bodies	HP:0005121
Posterior staphyloma	HP:0030856
Posterior subcapsular cataract	HP:0007787
Posterior synechiae of the anterior chamber	HP:0011484
Posterior uveitis	HP:0012123
Posterior vertebral hypoplasia	HP:0008451
Posterior vitreous detachment	HP:0001489
Posterior wedging of vertebral bodies	HP:0008444
Posteriorly placed anus	HP:0012890
Posteriorly rotated ears	HP:0000358
Postexertional malaise	HP:0030973
Postlingual sensorineural hearing impairment	HP:0008596
Postnatal growth retardation	HP:0008897
Postnatal macrocephaly	HP:0005490
Postprandial hyperglycemia	HP:0011998
Postprandial hyperlactemia	HP:0011997
Postterm pregnancy	HP:0031169
Postural hypotension with compensatory tachycardia	HP:0005307
Postural instability	HP:0002172
Postural tremor	HP:0002174
Potter facies	HP:0002009
Pre-capillary pulmonary hypertension	HP:0033578
Preauricular hair displacement	HP:0009554
Preauricular pit	HP:0004467
Preauricular skin furrow	HP:0004450
Preauricular skin tag	HP:0000384
Preaxial foot polydactyly	HP:0001841
Preaxial hand polydactyly	HP:0001177
Preaxial polydactyly	HP:0100258
Precocious atherosclerosis	HP:0004416
Precocious puberty	HP:0000826
Precocious puberty in females	HP:0010465
Precocious puberty in males	HP:0008185
Precocious puberty with Sertoli cell tumor	HP:0008204
Precordial pain	HP:0032141
Predominantly dermal neutrophilic infiltrate	HP:0031236
Predominantly lower limb lymphedema	HP:0003550
Preductal coarctation of the aorta	HP:0005151
Preeclampsia	HP:0100602
Pregnancy exposure	HP:0031437
Preimplantation lethality	HP:0032479
Prelingual sensorineural hearing impairment	HP:0000399
Premature adrenarche	HP:0012412
Premature anterior fontanel closure	HP:0008491
Premature arteriosclerosis	HP:0005177
Premature atrial contractions	HP:0006699
Premature birth	HP:0001622
Premature birth following premature rupture of fetal membranes	HP:0005100
Premature chromatid separation	HP:0200024
Premature closure of fontanelles	HP:0005458
Premature coronary artery atherosclerosis	HP:0005181
Premature delivery because of cervical insufficiency or membrane fragility	HP:0005267
Premature fusion of phalangeal epiphyses	HP:0006140
Premature graying of body hair	HP:0004771
Premature graying of hair	HP:0002216
Premature loss of permanent teeth	HP:0006357
Premature loss of primary teeth	HP:0006323
Premature loss of teeth	HP:0006480
Premature occlusive vascular stenosis	HP:0005297
Premature osteoarthritis	HP:0003088
Premature ovarian insufficiency	HP:0008209
Premature posterior fontanelle closure	HP:0005494
Premature pubarche	HP:0012411
Premature rupture of membranes	HP:0001788
Premature separation of centromeric heterochromatin	HP:0003616
Premature skin wrinkling	HP:0100678
Premature thelarche	HP:0010314
Premature ventricular contraction	HP:0006682
Prematurely aged appearance	HP:0007495
Prenatal death	HP:0034241
Prenatal double bubble sign	HP:0025656
Prenatal maternal abnormality	HP:0002686
Prenatal movement abnormality	HP:0001557
Presacral teratoma	HP:0009793
Presenile cataracts	HP:0007819
Presyncope	HP:0031972
Pretibial blistering	HP:0012221
Pretibial dimple	HP:0032538
Priapism	HP:0200023
Primary adrenal insufficiency	HP:0008207
Primary amenorrhea	HP:0000786
Primary congenital glaucoma	HP:0008007
Primary gonadal insufficiency	HP:0008193
Primary hyperaldosteronism	HP:0011736
Primary hypercortisolism	HP:0001579
Primary hyperparathyroidism	HP:0008200
Primary hypothyroidism	HP:0000832
Primary microcephaly	HP:0011451
Primary peritoneal carcinoma	HP:0030406
Primitive neuroectodermal tumor	HP:0030065
Primitive reflex	HP:0002476
Primum atrial septal defect	HP:0010445
Proboscis	HP:0012806
Productive cough	HP:0031245
Profound global developmental delay	HP:0012736
Profound hearing impairment	HP:0012715
Profound sensorineural hearing impairment	HP:0011476
Profound static encephalopathy	HP:0007069
Profuse pigmented skin lesions	HP:0005587
Progeroid facial appearance	HP:0005328
Progressive	HP:0003676
Progressive alopecia	HP:0002287
Progressive alveolar ridge hypertropy	HP:0009092
Progressive bowing of long bones	HP:0006383
Progressive calcification of costochondral cartilage	HP:0006600
Progressive cataract	HP:0007834
Progressive cerebellar ataxia	HP:0002073
Progressive cervical vertebral spine fusion	HP:0008449
Progressive choreoathetosis	HP:0007326
Progressive clavicular acroosteolysis	HP:0000905
Progressive conductive hearing impairment	HP:0008607
Progressive congenital scoliosis	HP:0008458
Progressive distal muscle weakness	HP:0009063
Progressive distal muscular atrophy	HP:0008955
Progressive encephalopathy	HP:0002448
Progressive external ophthalmoplegia	HP:0000590
Progressive extrapyramidal movement disorder	HP:0007153
Progressive extrapyramidal muscular rigidity	HP:0007158
Progressive flexion contractures	HP:0005876
Progressive forgetfulness	HP:0007017
Progressive fusion 2nd-5th pip joints	HP:0006147
Progressive gait ataxia	HP:0007240
Progressive hearing impairment	HP:0001730
Progressive hyperpigmentation	HP:0007505
Progressive hypotrichosis	HP:0002296
Progressive inspiratory stridor	HP:0005951
Progressive intervertebral space narrowing	HP:0004622
Progressive joint destruction	HP:0005187
Progressive language deterioration	HP:0007064
Progressive leg bowing	HP:0006409
Progressive leukoencephalopathy	HP:0006980
Progressive loss of facial adipose tissue	HP:0009019
Progressive macrocephaly	HP:0004481
Progressive microcephaly	HP:0000253
Progressive muscle weakness	HP:0003323
Progressive neurologic deterioration	HP:0002344
Progressive night blindness	HP:0007675
Progressive ophthalmoplegia	HP:0007650
Progressive peripheral neuropathy	HP:0007133
Progressive pes cavus	HP:0008075
Progressive proximal muscle weakness	HP:0009073
Progressive psychomotor deterioration	HP:0007272
Progressive ptosis	HP:0007838
Progressive pulmonary function impairment	HP:0006520
Progressive reticulate hyperpigmentation	HP:0007456
Progressive sclerosis of skull base	HP:0005477
Progressive sensorineural hearing impairment	HP:0000408
Progressive spastic paraparesis	HP:0007199
Progressive spastic paraplegia	HP:0007020
Progressive spastic quadriplegia	HP:0002478
Progressive spasticity	HP:0002191
Progressive truncal ataxia	HP:0007221
Progressive ventriculomegaly	HP:0007100
Progressive visual field defects	HP:0007987
Progressive visual loss	HP:0000529
Progressive vitiligo	HP:0005602
Projectile vomiting	HP:0002587
Prolactinoma	HP:0040278
Prolinuria	HP:0003137
Prolonged G2 phase of cell cycle	HP:0003214
Prolonged PR interval	HP:0012248
Prolonged QRS complex	HP:0006677
Prolonged QT interval	HP:0001657
Prolonged QTc interval	HP:0005184
Prolonged bleeding after dental extraction	HP:0006298
Prolonged bleeding after surgery	HP:0004846
Prolonged bleeding following circumcision	HP:0030137
Prolonged bleeding following procedure	HP:0011890
Prolonged bleeding time	HP:0003010
Prolonged brainstem auditory evoked potentials	HP:0004466
Prolonged miniature endplate currents	HP:0003436
Prolonged neonatal jaundice	HP:0006579
Prolonged partial thromboplastin time	HP:0003645
Prolonged prothrombin time	HP:0008151
Prolonged somatosensory evoked potentials	HP:0007104
Prolonged whole-blood clotting time	HP:0005542
Prominence of the premaxilla	HP:0010759
Prominence of the zygomatic bone	HP:0012370
Prominent U wave	HP:0025072
Prominent antihelix	HP:0000395
Prominent antitragus	HP:0008593
Prominent calcaneus	HP:0012428
Prominent coccyx	HP:0040016
Prominent corneal nerve fibers	HP:0010726
Prominent crus of helix	HP:0009899
Prominent deltoid tuberosities	HP:0003890
Prominent digit pad	HP:0011298
Prominent ear helix	HP:0009904
Prominent eyelashes	HP:0011231
Prominent fingertip pads	HP:0001212
Prominent floating ribs	HP:0006641
Prominent forehead	HP:0011220
Prominent frontal sinuses	HP:0005478
Prominent glabella	HP:0002057
Prominent inferior crus of antihelix	HP:0011238
Prominent interphalangeal joints	HP:0006237
Prominent median palatal raphe	HP:0002708
Prominent metopic ridge	HP:0005487
Prominent nasal bridge	HP:0000426
Prominent nasal septum	HP:0005322
Prominent nasal tip	HP:0005274
Prominent nasolabial fold	HP:0005272
Prominent nipples	HP:0004405
Prominent nose	HP:0000448
Prominent occiput	HP:0000269
Prominent palatine ridges	HP:0010291
Prominent protruding coccyx	HP:0008472
Prominent scalp veins	HP:0001043
Prominent scrotal raphe	HP:0003246
Prominent sternum	HP:0000884
Prominent styloid process of ulna	HP:0004981
Prominent subcalcaneal fat pad	HP:0032276
Prominent superficial blood vessels	HP:0007394
Prominent superficial veins	HP:0001015
Prominent superior crus of antihelix	HP:0011247
Prominent supraorbital arches in adult	HP:0004676
Prominent supraorbital ridges	HP:0000336
Prominent tragus	HP:0011271
Prominent umbilicus	HP:0001544
Prominent veins on trunk	HP:0007457
Propionyl-CoA carboxylase deficiency	HP:0003353
Proportionate short stature	HP:0003508
Proportionate shortening of all digits	HP:0006165
Proportionate tall stature	HP:0011407
Proptosis	HP:0000520
Prostate cancer	HP:0012125
Prostate neoplasm	HP:0100787
Prostatitis	HP:0000024
Protanomaly	HP:0200018
Protein avoidance	HP:0002038
Protein-losing enteropathy	HP:0002243
Proteinuria	HP:0000093
Protracted diarrhea	HP:0004385
Protruding coccyx	HP:0040017
Protruding ear	HP:0000411
Protruding tongue	HP:0010808
Protrusio acetabuli	HP:0003179
Protuberances at ends of long bones	HP:0003105
Protuberant abdomen	HP:0001538
Proximal amyotrophy	HP:0007126
Proximal femoral epiphysiolysis	HP:0006461
Proximal femoral metaphyseal abnormality	HP:0006431
Proximal femoral metaphyseal irregularity	HP:0003411
Proximal fibular overgrowth	HP:0005067
Proximal finger joint hyperextensibility	HP:0005190
Proximal foot symphalangism	HP:0100237
Proximal hyperreflexia	HP:0007054
Proximal lower limb amyotrophy	HP:0008956
Proximal muscle weakness	HP:0003701
Proximal muscle weakness in lower limbs	HP:0008994
Proximal muscle weakness in upper limbs	HP:0008997
Proximal placement of thumb	HP:0009623
Proximal radio-ulnar synostosis	HP:0005037
Proximal renal tubular acidosis	HP:0002049
Proximal symphalangism	HP:0100264
Proximal symphalangism of hands	HP:0006152
Proximal tapering of metacarpals	HP:0006119
Proximal tibial and fibular fusion	HP:0005892
Proximal tibial hypoplasia	HP:0006379
Proximal tubulopathy	HP:0000114
Proximal upper limb amyotrophy	HP:0008948
Proximal upper limb muscle hypertrophy	HP:0040266
Proximal/middle symphalangism of 4th finger	HP:0009477
Proximal/middle symphalangism of 4th toe	HP:0100481
Proximal/middle symphalangism of 5th finger	HP:0009177
Proximal/middle symphalangism of 5th toe	HP:0100482
Prune belly	HP:0004392
Pruritis on hand	HP:0030899
Pruritus	HP:0000989
Pruritus on foot	HP:0030900
Pseudo-fractures	HP:0100036
Pseudoaneurysm	HP:0031625
Pseudoarthrosis	HP:0005864
Pseudobulbar behavioral symptoms	HP:0002193
